1 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 0 0 0 0
1 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 3 1 0 0
1 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 2 0 0 0
2 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 1 0 0 0
2 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 2 0 0 0
2 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 0 0 0 0
3.5 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 0 0 0 0
3.5 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 4 0 0 0
3.5 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 1 0 0 0
4.63 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 2 0 0 0
4.63 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 0 0 0 0
4.63 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 2 0 0 0
5.65 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 4 2 0 0
5.65 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 4 0 0 0
5.65 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 4 0 0 0
7.17 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 4 0 0 0
7.17 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 3 1 0 0
7.17 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 4 1 0 0
8.62 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 4 1 0 0
8.62 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 3 1 0 0
8.62 -1 -2 -3 -4 -5 -6 -7 -8 4 4 4 4 4 1 0 0
9.9 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 0 0 0 0
9.9 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 1 0 0 0
9.9 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 3 0 0 0
11 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 2 0 0 0
11 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 1 0 0 0
11 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 3 1 0 0 0
12 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 2 0 0 0
12 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 1 0 0 0
12 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 2 0 0 0
15.5 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 3 0 0 0
15.5 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 3 0 0 0
15.5 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 1 0 0 0
18 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 1 0 0 0
18 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 3 0 0 0
18 -2 -3 -4 -5 -6 -7 -8 -9 4 4 4 4 3 1 0 0
